date,date_lab,who_region,who_region_long,country,iso3,cases,confirmed_cases,severe_cases,deaths,cfr,prop_sev,cfr_ci_lower,cfr_ci_upper,prop_sev_ci_lower,prop_sev_ci_upper,calculated_cfr,cfr_difference,calculated_prop_sev,year,month,month_name,quarter,year_month,period,cfr_valid,epidemiological_consistency,prop_sev_difference,confirmation_rate,severe_case_rate,mortality_rate,cases_yoy_change,cases_3m_avg,high_burden_flag
2021-07-01,2021-07-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2021,7,July,3,2021-07,2020-2022,False,False,,,,,0.0,,0
2021-08-01,2021-08-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2021,8,August,3,2021-08,2020-2022,False,False,,,,,0.0,,0
2021-09-01,2021-09-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2021,9,September,3,2021-09,2020-2022,False,False,,,,,0.0,,0
2021-10-01,2021-10-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2021,10,October,4,2021-10,2020-2022,False,False,,,,,0.0,,0
2021-11-01,2021-11-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2021,11,November,4,2021-11,2020-2022,False,False,,,,,0.0,,0
2021-12-01,2021-12-01,AMR,Region of the Americas,Cuba,CUB,1160.0,,,,,,,,,,,,,2021,12,December,4,2021-12,2020-2022,False,False,,,,,-18.19,1160.0,0
2022-01-01,2022-01-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2022,1,January,1,2022-01,2020-2022,False,False,,,,,-18.19,1160.0,0
2022-02-01,2022-02-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2022,2,February,1,2022-02,2020-2022,False,False,,,,,-18.19,1160.0,0
2022-03-01,2022-03-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2022,3,March,1,2022-03,2020-2022,False,False,,,,,-18.19,,0
2022-04-01,2022-04-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2022,4,April,2,2022-04,2020-2022,False,False,,,,,-18.19,,0
2022-05-01,2022-05-01,AMR,Region of the Americas,Cuba,CUB,450.0,,0.0,0.0,0.0,0.0,0.0,0.008164001936894372,0.0,0.008164001936894372,0.0,0.0,0.0,2022,5,May,2,2022-05,2020-2022,True,False,0.0,,0.0,0.0,-68.27,450.0,0
2022-06-01,2022-06-01,AMR,Region of the Americas,Cuba,CUB,2586.0,3036.0,18.0,1.0,0.0003866976024748647,0.006960556844547564,9.790287722264245e-06,0.002152637659937891,0.004130331016528994,0.01097845229736771,0.04,-0.039613302397525134,0.7,2022,6,June,2,2022-06,2020-2022,True,False,-0.6930394431554524,117.4,0.7,0.04,82.37,1518.0,0
2022-07-01,2022-07-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2022,7,July,3,2022-07,2020-2022,False,False,,,,,82.37,1518.0,0
2022-08-01,2022-08-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2022,8,August,3,2022-08,2020-2022,False,False,,,,,82.37,2586.0,0
2022-09-01,2022-09-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2022,9,September,3,2022-09,2020-2022,False,False,,,,,82.37,,0
2022-10-01,2022-10-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2022,10,October,4,2022-10,2020-2022,False,False,,,,,82.37,,0
2022-11-01,2022-11-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2022,11,November,4,2022-11,2020-2022,False,False,,,,,82.37,,0
2022-12-01,2022-12-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2022,12,December,4,2022-12,2020-2022,False,False,,,,,122.93,,0
2023-01-01,2023-01-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2023,1,January,1,2023-01,2023-2024,False,False,,,,,122.93,,0
2023-02-01,2023-02-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2023,2,February,1,2023-02,2023-2024,False,False,,,,,122.93,,0
2023-03-01,2023-03-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2023,3,March,1,2023-03,2023-2024,False,False,,,,,122.93,,0
2023-04-01,2023-04-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2023,4,April,2,2023-04,2023-2024,False,False,,,,,122.93,,0
2023-05-01,2023-05-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2023,5,May,2,2023-05,2023-2024,False,False,,,,,474.67,,0
2023-06-01,2023-06-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2023,6,June,2,2023-06,2023-2024,False,False,,,,,0.0,,0
2023-07-01,2023-07-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2023,7,July,3,2023-07,2023-2024,False,False,,,,,0.0,,0
2023-08-01,2023-08-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2023,8,August,3,2023-08,2023-2024,False,False,,,,,0.0,,0
2023-09-01,2023-09-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2023,9,September,3,2023-09,2023-2024,False,False,,,,,0.0,,0
2023-10-01,2023-10-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2023,10,October,4,2023-10,2023-2024,False,False,,,,,0.0,,0
2023-11-01,2023-11-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2023,11,November,4,2023-11,2023-2024,False,False,,,,,0.0,,0
2023-12-01,2023-12-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2023,12,December,4,2023-12,2023-2024,False,False,,,,,0.0,,0
2024-01-01,2024-01-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2024,1,January,1,2024-01,2023-2024,False,False,,,,,0.0,,0
2024-02-01,2024-02-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2024,2,February,1,2024-02,2023-2024,False,False,,,,,0.0,,0
2024-03-01,2024-03-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2024,3,March,1,2024-03,2023-2024,False,False,,,,,0.0,,0
2024-04-01,2024-04-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2024,4,April,2,2024-04,2023-2024,False,False,,,,,0.0,,0
2024-05-01,2024-05-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2024,5,May,2,2024-05,2023-2024,False,False,,,,,0.0,,0
2024-06-01,2024-06-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2024,6,June,2,2024-06,2023-2024,False,False,,,,,0.0,,0
2024-07-01,2024-07-01,AMR,Region of the Americas,Cuba,CUB,985.0,985.0,10.0,0.0,0.0,0.01015228426395939,0.0,0.003738051309977222,0.004878848187311257,0.0185909333242209,0.0,0.0,1.02,2024,7,July,3,2024-07,2023-2024,True,True,-1.0098477157360406,100.0,1.02,0.0,-61.91,985.0,0
2024-08-01,2024-08-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2024,8,August,3,2024-08,2023-2024,False,False,,,,,-61.91,985.0,0
2024-09-01,2024-09-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2024,9,September,3,2024-09,2023-2024,False,False,,,,,-61.91,985.0,0
2024-10-01,2024-10-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2024,10,October,4,2024-10,2023-2024,False,False,,,,,-61.91,,0
2024-11-01,2024-11-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2024,11,November,4,2024-11,2023-2024,False,False,,,,,-61.91,,0
2024-12-01,2024-12-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2024,12,December,4,2024-12,2023-2024,False,False,,,,,-61.91,,0
2025-01-01,2025-01-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2025,1,January,1,2025-01,2025+,False,False,,,,,-61.91,,0
2025-02-01,2025-02-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2025,2,February,1,2025-02,2025+,False,False,,,,,-61.91,,0
2025-03-01,2025-03-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2025,3,March,1,2025-03,2025+,False,False,,,,,-61.91,,0
2025-04-01,2025-04-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2025,4,April,2,2025-04,2025+,False,False,,,,,-61.91,,0
2025-05-01,2025-05-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2025,5,May,2,2025-05,2025+,False,False,,,,,-61.91,,0
2025-06-01,2025-06-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2025,6,June,2,2025-06,2025+,False,False,,,,,-61.91,,0
2025-07-01,2025-07-01,AMR,Region of the Americas,Cuba,CUB,3945.0,3945.0,47.0,0.0,0.0,0.01191381495564005,0.0,0.000934640126254317,0.00876659651478674,0.01581167641440573,0.0,0.0,1.19,2025,7,July,3,2025-07,2025+,True,True,-1.1780861850443598,100.0,1.19,0.0,300.51,3945.0,0
2025-08-01,2025-08-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2025,8,August,3,2025-08,2025+,False,False,,,,,300.51,3945.0,0
2025-09-01,2025-09-01,AMR,Region of the Americas,Cuba,CUB,2574.0,-3779.0,24.0,0.0,0.0,0.009324009324009324,0.0,0.001432104659078489,0.005982945000423075,0.01384180745997565,0.0,0.0,0.93,2025,9,September,3,2025-09,2025+,True,True,-0.9206759906759907,-146.81,0.93,0.0,161.32,3259.5,0
2025-10-01,2025-10-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2025,10,October,4,2025-10,2025+,False,False,,,,,161.32,2574.0,0
2025-11-01,2025-11-01,AMR,Region of the Americas,Cuba,CUB,19476.0,185.0,429.0,12.0,0.0006161429451632779,0.02202711028958718,0.0003184092878913748,0.001076030115165944,0.02001173670719128,0.02418686672824932,0.06,-0.05938385705483672,2.2,2025,11,November,4,2025-11,2025+,True,True,-2.177972889710413,0.95,2.2,0.06,1877.26,11025.0,1
2025-12-01,2025-12-01,AMR,Region of the Americas,Cuba,CUB,4697.0,90.0,270.0,7.0,0.001490312965722802,0.05748350010645092,0.0005993864224462943,0.003068188505911861,0.05099721478784882,0.06452644225795134,0.15,-0.1485096870342772,5.75,2025,12,December,4,2025-12,2025+,True,True,-5.692516499893549,1.92,5.75,0.15,376.85,12086.5,1
2026-01-01,2026-01-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2026,1,January,1,2026-01,2025+,False,False,,,,,376.85,12086.5,0
2026-02-01,2026-02-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2026,2,February,1,2026-02,2025+,False,False,,,,,376.85,4697.0,0
2026-03-01,2026-03-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2026,3,March,1,2026-03,2025+,False,False,,,,,376.85,,0
2026-04-01,2026-04-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2026,4,April,2,2026-04,2025+,False,False,,,,,376.85,,0
2026-05-01,2026-05-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2026,5,May,2,2026-05,2025+,False,False,,,,,376.85,,0
2026-06-01,2026-06-01,AMR,Region of the Americas,Cuba,CUB,,,,,,,,,,,,,,2026,6,June,2,2026-06,2025+,False,False,,,,,376.85,,0
2014-01-01,2014-01-01,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,,,,,2014,1,January,1,2014-01,Pre-2020,False,False,,,,,,,0
2014-02-01,2014-02-01,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,,,,,2014,2,February,1,2014-02,Pre-2020,False,False,,,,,,,0
2014-03-01,2014-03-01,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,,,,,2014,3,March,1,2014-03,Pre-2020,False,False,,,,,,,0
2014-04-01,2014-04-01,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,,,,,2014,4,April,2,2014-04,Pre-2020,False,False,,,,,,,0
2014-05-01,2014-05-01,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,,,,,2014,5,May,2,2014-05,Pre-2020,False,False,,,,,,,0
2014-06-01,2014-06-01,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,,,,,2014,6,June,2,2014-06,Pre-2020,False,False,,,,,,,0
2014-07-01,2014-07-01,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,,,,,2014,7,July,3,2014-07,Pre-2020,False,False,,,,,,,0
2014-08-01,2014-08-01,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,,,,,2014,8,August,3,2014-08,Pre-2020,False,False,,,,,,,0
2014-09-01,2014-09-01,AMR,Region of the Americas,Curaçao,CUW,194.0,20.0,0.0,0.0,0.0,0.0,0.0,0.01883520084989598,0.0,0.01883520084989598,0.0,0.0,0.0,2014,9,September,3,2014-09,Pre-2020,True,True,0.0,10.31,0.0,0.0,,194.0,0
2014-10-01,2014-10-01,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,,,,,2014,10,October,4,2014-10,Pre-2020,False,False,,,,,,194.0,0
2014-11-01,2014-11-01,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,,,,,2014,11,November,4,2014-11,Pre-2020,False,False,,,,,,194.0,0
2014-12-01,2014-12-01,AMR,Region of the Americas,Curaçao,CUW,,,,,,,,,,,,,,2014,12,December,4,2014-12,Pre-2020,False,False,,,,,,,0
2015-01-01,2015-01-01,AMR,Region of the Americas,Curaçao,CUW,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2015,1,January,1,2015-01,Pre-2020,False,True,,,,,,0.0,0
2015-02-01,2015-02-01,AMR,Region of the Americas,Curaçao,CUW,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2015,2,February,1,2015-02,Pre-2020,False,True,,,,,,0.0,0
2015-03-01,2015-03-01,AMR,Region of the Americas,Curaçao,CUW,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2015,3,March,1,2015-03,Pre-2020,False,True,,,,,,0.0,0
2015-04-01,2015-04-01,AMR,Region of the Americas,Curaçao,CUW,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2015,4,April,2,2015-04,Pre-2020,False,True,,,,,,0.0,0
2015-05-01,2015-05-01,AMR,Region of the Americas,Curaçao,CUW,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2015,5,May,2,2015-05,Pre-2020,False,True,,,,,,0.0,0
2015-06-01,2015-06-01,AMR,Region of the Americas,Curaçao,CUW,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2015,6,June,2,2015-06,Pre-2020,False,True,,,,,,0.0,0
2015-07-01,2015-07-01,AMR,Region of the Americas,Curaçao,CUW,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,,,,2015,7,July,3,2015-07,Pre-2020,False,True,,,,,,0.0,0
